# GENERATED (ONE-SHOT): python3 scripts/archive/ghidra_recover_structs/recover_structs.py (ONE-SHOT, not a pipeline stage)
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE - Ghidra decompiler inference.
# Standing: lead-generator only. Same grade as the Dreamcast dump - a
# recovered offset still needs retail-byte proof before it is a claim.
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274 size=2732032
# contents: every method that fed (or failed to feed) a class union - the audit trail behind struct_layouts.csv; `src` is the naming corpus that attributed the address to the class
class,rva,name,src,outcome
TAdventureMapWindow,0x38c0,TAdventureMapWindow::HighlightLocators,function-names,probed:6
TAdventureMapWindow,0x39b0,TAdventureMapWindow::UpdateQuestLogButton,function-names,probed:1
TAdventureMapWindow,0x3ba0,TAdventureMapWindow::UpdateSleepButton,function-names,probed:2
TAdventureMapWindow,0x3bf0,TAdventureMapWindow::UpdateSpellButton,function-names,probed:2
TAdventureMapWindow,0x3c40,TAdventureMapWindow::SetElevationToggleImage,function-names,probed:2
TAdventureMapWindow,0x3cc0,TAdventureMapWindow::SetSleepImage,function-names,probed:2
TAdventureMapWindow,0x3ee0,TAdventureMapWindow::ClearBottomView,function-names,probed:1
TAdventureMapWindow,0x3f00,TAdventureMapWindow::UpdateResourceDisplay,function-names,probed:1
TAdventureMapWindow,0x3f20,TAdventureMapWindow::DrawChatText,function-names,probed:2
TAdventureMapWindow,0x3f60,TAdventureMapWindow::UpdateButtons,function-names,probed:1
TAdventureMapWindow,0x40b0,TAdventureMapWindow::vslot8,vtable-slot,probed:3
TAdventureMapWindow,0x1ff460,TAdventureMapWindow::vslot6,vtable-slot,probed:0
TAdventureMapWindow,0x1ff570,TAdventureMapWindow::vslot7,vtable-slot,probed:4
TAdventureOptionsWindow,0x5680,TAdventureOptionsWindow::vslot3,vtable-slot,probed:1
TAdventureOptionsWindow,0x5690,TAdventureOptionsWindow::vslot0,vtable-slot,probed:0
TAdventureOptionsWindow,0x5730,TAdventureOptionsWindow::vslot9,vtable-slot,probed:2
TAdventureOptionsWindow,0x1b190,TAdventureOptionsWindow::vslot14,vtable-slot,probed:3
TAdventureOptionsWindow,0x159140,TAdventureOptionsWindow::vslot12,vtable-slot,decompile-failed
TAdventureOptionsWindow,0x1ff5f0,TAdventureOptionsWindow::vslot8,vtable-slot,probed:2
TCampaignBrief,0x590c0,TCampaignBrief::noexcept,hd-name-map,probed:26
TCampaignBrief,0x5ae40,TCampaignBrief::vslot0,vtable-slot,probed:0
TCampaignBrief,0x5afb0,TCampaignBrief::~TCampaignBrief,dc-name-map,probed:11
TCampaignMenu,0x57200,TCampaignMenu::vslot0,vtable-slot,probed:0
TCampaignMenu,0x574d0,TCampaignMenu::vslot3,vtable-slot,probed:2
TCampaignWindow,0x5f0e0,TCampaignWindow::vslot0,vtable-slot,probed:0
TCombatResultsWindow,0x71a40,TCombatResultsWindow::vslot0,vtable-slot,probed:0
TCombatResultsWindow,0x71af0,TCombatResultsWindow::vslot1,vtable-slot,probed:8
TCombatResultsWindow,0x71b50,TCombatResultsWindow::vslot2,vtable-slot,probed:3
TDialogBox,0x8f940,TDialogBox::TDialogBox,function-names,probed:76
TDialogBox,0x8fdc0,TDialogBox::TDialogBox,hd-name-map,probed:20
TDialogBox,0x8fe30,TDialogBox::vslot0,vtable-slot,probed:0
TDialogBox,0x8fe60,TDialogBox::TDialogBox,hd-name-map,probed:19
TDialogBox,0x8ff00,TDialogBox::vslot9,vtable-slot,probed:8
TGzFile,0xd6c50,TGzFile::TGzFile,hd-name-map,probed:2
TGzFile,0xd6cd0,TGzFile::vslot0,vtable-slot,probed:0
TGzFile,0xd6d60,TGzFile::~TGzFile,hd-name-map,probed:1
TGzFile,0xd6d80,TGzFile::vslot1,vtable-slot,decompile-failed
TGzFile,0xd6da0,TGzFile::vslot2,vtable-slot,decompile-failed
TGzInflateBuf,0x54050,TGzInflateBuf::vslot1,vtable-slot,decompile-failed
TGzInflateBuf,0x54060,TGzInflateBuf::vslot3,vtable-slot,decompile-failed
TGzInflateBuf,0x54080,TGzInflateBuf::vslot5,vtable-slot,probed:3
TGzInflateBuf,0x540b0,TGzInflateBuf::vslot6,vtable-slot,probed:3
TGzInflateBuf,0x54150,TGzInflateBuf::vslot7,vtable-slot,probed:3
TGzInflateBuf,0x54200,TGzInflateBuf::vslot8,vtable-slot,decompile-failed
TGzInflateBuf,0x54230,TGzInflateBuf::vslot9,vtable-slot,decompile-failed
TGzInflateBuf,0x54260,TGzInflateBuf::vslot10,vtable-slot,probed:0
TGzInflateBuf,0x54270,TGzInflateBuf::vslot12,vtable-slot,decompile-failed
TGzInflateBuf,0xd6050,TGzInflateBuf::noexcept,hd-name-map,probed:21
TGzInflateBuf,0xd67f0,TGzInflateBuf::vslot0,vtable-slot,probed:0
TGzInflateBuf,0xd6920,TGzInflateBuf::vslot4,vtable-slot,probed:14
THeroScreenWindow,0xdd2a0,THeroScreenWindow::vslot14,vtable-slot,decompile-failed
THeroScreenWindow,0xdd2d0,THeroScreenWindow::vslot9,vtable-slot,probed:2
THeroScreenWindow,0xe1520,THeroScreenWindow::vslot0,vtable-slot,probed:0
THeroScreenWindow,0xe6750,THeroScreenWindow::`scalar deleting destructor',dc-name-map,probed:1
THighScoreWindow,0xe9d90,THighScoreWindow::vslot0,vtable-slot,probed:0
TPalette16,0x122650,TPalette16::TPalette16,hd-name-map,probed:5
TPalette16,0x1226a0,TPalette16::TPalette16,hd-name-map,probed:6
TPalette16,0x1226d0,TPalette16::?,hd-name-map,probed:6
TPalette16,0x122770,TPalette16::?,hd-name-map,probed:6
TPalette16,0x122810,TPalette16::TPalette16,hd-name-map,probed:6
TPalette16,0x1228e0,TPalette16::TPalette16,hd-name-map,probed:6
TPalette16,0x122910,TPalette16::TPalette16,hd-name-map,probed:1
TPalette16,0x122940,TPalette16::~TPalette16,dc-name-map,probed:1
TPalette16,0x122950,TPalette16::Cycle,dc-name-map,probed:0
TPalette16,0x122a10,TPalette16::AdjustSaturation,dc-name-map,probed:1
TPalette16,0x122b40,TPalette16::TPalette16,function-names,decompile-failed
TPalette16,0x122b50,TPalette16::AdjustHSV,dc-name-map,probed:1
TPalette16,0x122d50,TPalette16::Gray,dc-name-map,probed:1
TPalette16,0x122e30,TPalette16::~TPalette16,function-names,probed:5
TPalette16,0x122e50,TPalette16::vslot0,vtable-slot,probed:0
TPalette16,0x122f00,TPalette16::AdjustSaturation,function-names,probed:6
TPalette16,0x122f70,TPalette16::vslot2,vtable-slot,decompile-failed
TPalette24,0x122e80,TPalette24::TPalette24,hd-name-map,probed:6
TPalette24,0x122eb0,TPalette24::TPalette24,hd-name-map,probed:8
TPalette24,0x122f30,TPalette24::?,hd-name-map,probed:1
TPalette24,0x122f60,TPalette24::~TPalette24,dc-name-map,probed:1
TPalette24,0x122f80,TPalette24::AdjustHSV,dc-name-map,probed:3
TPickANumber,0x10c6e0,??0TPickANumber@@QAE@HH@Z,mangled,probed:6
TPickANumber,0x10c740,?Pick@TPickANumber@@QAEHXZ,mangled,probed:3
TPlayerSlotAttributes,0x5a950,TPlayerSlotAttributes::TPlayerSlotAttributes,hd-name-map,probed:15
TPlayerSlotAttributes,0x5ab80,TPlayerSlotAttributes::~TPlayerSlotAttributes,hd-name-map,probed:3
TQuestGuard,0x172d60,TQuestGuard::result,hd-name-map,probed:1
TQuestGuard,0x173480,TQuestGuard::load,hd-name-map,probed:2
TQuestGuard,0x1734e0,TQuestGuard::read,hd-name-map,probed:1
TQuestGuard,0x173520,TQuestGuard::save,hd-name-map,probed:2
TQuestGuard,0x173580,TQuestGuard::TQuestGuard,hd-name-map,probed:5
TResourceDisplay,0x158ba0,TResourceDisplay::TResourceDisplay,dc-name-map,probed:13
TResourceDisplay,0x158e80,TResourceDisplay::~TResourceDisplay,dc-name-map,probed:9
TResourceDisplay,0x158f20,TResourceDisplay::Update,dc-name-map,probed:10
TResourceDisplay,0x159020,TResourceDisplay::Clear,dc-name-map,probed:10
TResourceDisplay,0x1590d0,TResourceDisplay::~TResourceDisplay,function-names,decompile-failed
TSeerReward,0x173a70,TSeerReward::getValue,hd-name-map,probed:3
TSeerReward,0x173c80,TSeerReward::giveReward,hd-name-map,probed:3
TSeerReward,0x173f10,TSeerReward::getRewardExtra,hd-name-map,probed:3
TSkuttleBoatWindow,0x91c60,TSkuttleBoatWindow::vslot0,vtable-slot,probed:0
TSkuttleBoatWindow,0x91d00,TSkuttleBoatWindow::vslot9,vtable-slot,probed:1
TSkuttleBoatWindow,0x91eb0,TSkuttleBoatWindow::vslot14,vtable-slot,decompile-failed
TSplitWindow,0x496c0,TSplitWindow::UpdateSplitArmy,dc-name-map,probed:0
TSplitWindow,0x49df0,TSplitWindow::TSplitWindow,dc-name-map,probed:0
TSplitWindow,0x49e20,TSplitWindow::~TSplitWindow,dc-name-map,probed:4
TSplitWindow,0x4a180,TSplitWindow::SetRolloverText,dc-name-map,probed:12
TSplitWindow,0x4a460,TSplitWindow::WindowHandler,dc-name-map,decompile-failed
TSpreadsheetResource,0x17c6d0,TSpreadsheetResource::vslot13,vtable-slot,probed:3
TSpreadsheetResource,0x1bbe70,TSpreadsheetResource::TSpreadsheetResource,hd-name-map,probed:11
TSpreadsheetResource,0x1bc170,TSpreadsheetResource::~TSpreadsheetResource,dc-name-map,probed:5
TSpreadsheetResource,0x1bc250,TSpreadsheetResource::vslot0,vtable-slot,probed:0
TSpreadsheetResource,0x1bc440,TSpreadsheetResource::vslot2,vtable-slot,probed:11
TSpreadsheetResource,0x1bc5f0,TSpreadsheetResource::vslot4,vtable-slot,probed:11
TStreamBufFile,0x83f10,TStreamBufFile::vslot1,vtable-slot,probed:1
TStreamBufFile,0x83f30,TStreamBufFile::vslot2,vtable-slot,probed:1
TStreamBufFile,0x15a7d0,TStreamBufFile::vslot0,vtable-slot,probed:0
TSubWindow,0x17d100,TSubWindow::vslot0,vtable-slot,probed:0
TSubWindow,0x1aa340,TSubWindow::TSubWindow,hd-name-map,probed:13
TSubWindow,0x1aa3c0,TSubWindow::TSubWindow,hd-name-map,probed:13
TSubWindow,0x1aa410,TSubWindow::~TSubWindow,dc-name-map,probed:5
TSubWindow,0x1aa470,TSubWindow::initialize,dc-name-map,probed:5
TSubWindow,0x1aa4a0,TSubWindow::AddWidget,dc-name-map,probed:5
TSubWindow,0x1aa4f0,TSubWindow::Draw,dc-name-map,probed:7
TSubWindow,0x1aa560,TSubWindow::SaveBackground,dc-name-map,probed:6
TSubWindow,0x1aa610,TSubWindow::RestoreBackground,dc-name-map,probed:6
TSubWindow,0x1ae370,TSubWindow::vslot24,vtable-slot,probed:1
TTextResource,0x1bbba0,TTextResource::TTextResource,hd-name-map,probed:10
TTextResource,0x1bbdd0,TTextResource::~TTextResource,dc-name-map,probed:5
TTextResource,0x1bbe40,TTextResource::vslot0,vtable-slot,probed:0
TTextResource,0x1bc160,TTextResource::vslot2,vtable-slot,probed:1
VictoryConditionStruct,0xbc340,VictoryConditionStruct::VictoryConditionStruct,hd-name-map,probed:3
VictoryConditionStruct,0x1f15a0,VictoryConditionStruct::applies_to_player,dc-name-map,probed:1
VictoryConditionStruct,0x1f1610,VictoryConditionStruct::CheckForArtifactWin,dc-name-map,probed:5
VictoryConditionStruct,0x1f1b10,VictoryConditionStruct::CheckForTotalCreatures,dc-name-map,probed:6
VictoryConditionStruct,0x1f1c80,VictoryConditionStruct::CheckForTotalResources,dc-name-map,probed:6
VictoryConditionStruct,0x1f1d40,VictoryConditionStruct::CheckForUpgradedTown,dc-name-map,probed:8
VictoryConditionStruct,0x1f1ef0,VictoryConditionStruct::CheckForGrailBuildingWin,dc-name-map,probed:6
VictoryConditionStruct,0x1f2100,VictoryConditionStruct::CheckForHeroDefeatWin,dc-name-map,probed:4
VictoryConditionStruct,0x1f2160,VictoryConditionStruct::IsGrailTarget,dc-name-map,probed:3
VictoryConditionStruct,0x1f2260,VictoryConditionStruct::IsTownCaptureTarget,dc-name-map,probed:4
VictoryConditionStruct,0x1f22a0,VictoryConditionStruct::CheckForTownCaptureWin,dc-name-map,probed:7
VictoryConditionStruct,0x1f2390,VictoryConditionStruct::CheckForDefeatedMonsterWin,dc-name-map,probed:6
VictoryConditionStruct,0x1f2600,VictoryConditionStruct::IsTownCaptureTarget,function-names,probed:4
VictoryConditionStruct,0x1f2720,VictoryConditionStruct::CheckForFlaggedMineWin,dc-name-map,probed:4
VictoryConditionStruct,0x1f2810,VictoryConditionStruct::CheckForTimeSurvival,hd-name-map,probed:3
VictoryConditionStruct,0x1f2860,VictoryConditionStruct::CheckForArtifactTransportWin,dc-name-map,probed:8
_Locimp@locale@std,0x8ebd0,_Locimp@locale@std::vslot1,vtable-slot,decompile-failed
_Locimp@locale@std,0x8ebe0,_Locimp@locale@std::vslot2,vtable-slot,decompile-failed
_Locimp@locale@std,0x8ebf0,_Locimp@locale@std::vslot4,vtable-slot,decompile-failed
_Locimp@locale@std,0x8ec10,_Locimp@locale@std::vslot6,vtable-slot,decompile-failed
_Locimp@locale@std,0x8ec30,_Locimp@locale@std::vslot0,vtable-slot,probed:0
_ResourceManager,0x15b8d0,_ResourceManager::GetFont,ida,probed:1
advManager,0x6df0,advManager::advManager,dc-name-map,probed:54
advManager,0x6fd0,advManager::vslot0,vtable-slot,probed:50
advManager,0x77e0,advManager::vslot1,vtable-slot,probed:26
advManager,0x7ac0,advManager::InMapArea,dc-name-map,probed:1
advManager,0x7b10,advManager::result,hd-name-map,probed:4
advManager,0x7b80,advManager::DoAdvCommand,dc-name-map,probed:32
advManager,0x87b0,advManager::vslot2,vtable-slot,probed:16
advManager,0xb0e0,advManager::DrawRolloverText,dc-name-map,probed:1
advManager,0xb150,advManager::SetRolloverText,dc-name-map,probed:1
advManager,0xe280,advManager::get_normal_cursor,dc-name-map,probed:2
advManager,0xf270,advManager::UpdateScreen,dc-name-map,probed:2
advManager,0xf2f0,advManager::DrawAdventureMapGems,dc-name-map,probed:4
advManager,0xf3f0,advManager::CompleteDraw,dc-name-map,probed:11
advManager,0xf870,advManager::CompleteDraw,dc-name-map,probed:7
advManager,0xf8c0,advManager::GetCloudLookup,dc-name-map,decompile-failed
advManager,0xfb30,advManager::ScanForHeroOrBoat,dc-name-map,probed:0
advManager,0x12bd0,advManager::GetCell,hd-name-map,probed:1
advManager,0x12c40,advManager::UpdateRadar,hd-name-map,probed:4
advManager,0x13790,advManager::UpdateRadar,hd-name-map,probed:5
advManager,0x15d60,advManager::OverrideBottomView,dc-name-map,probed:2
advManager,0x15de0,advManager::UpdBottomView,dc-name-map,probed:6
advManager,0x15f20,advManager::UpdBottomViewEnemyTurn,dc-name-map,probed:2
advManager,0x15fb0,advManager::UpdBottomViewNewTurn,dc-name-map,probed:2
advManager,0x16060,advManager::BVResMsg,dc-name-map,probed:8
advManager,0x16160,advManager::UpdBottomViewResMsg,dc-name-map,probed:4
advManager,0x16210,advManager::BVMessage,dc-name-map,probed:5
advManager,0x17420,advManager::RedrawAdvScreen,dc-name-map,probed:12
advManager,0x17570,?DeactivateCurrTown@advManager@@QAEXE@Z,mangled,decompile-failed
advManager,0x175a0,?DeactivateCurrHero@advManager@@QAEXE@Z,mangled,probed:7
advManager,0x175e0,advManager::DemobilizeCurrHero,function-names,probed:16
advManager,0x17680,advManager::DemobilizeCurrHero,dc-name-map,probed:11
advManager,0x17830,advManager::SetTownContext,dc-name-map,probed:15
advManager,0x17b20,advManager::SetHeroContext,dc-name-map,probed:29
advManager,0x183d0,advManager::SetEnvironmentOrigin,dc-name-map,probed:3
advManager,0x18620,advManager::GetSoundId,dc-name-map,probed:1
advManager,0x18c10,advManager::InsertSound,dc-name-map,probed:4
advManager,0x18dd0,advManager::ShowRoute,dc-name-map,probed:13
advManager,0x192b0,advManager::HideRoute,dc-name-map,probed:2
advManager,0x19300,advManager::CheckDimHero,dc-name-map,probed:9
advManager,0x19450,?CheckDimNextHeroBut@advManager@@QAEXXZ,mangled,probed:1
advManager,0x194a0,advManager::SeedTo,dc-name-map,probed:3
advManager,0x19570,advManager::ForceNewHover,dc-name-map,probed:1
advManager,0x1a1e0,advManager::TrimLoopingSounds,dc-name-map,probed:0
advManager,0x1a2e0,advManager::DisableButtons,dc-name-map,probed:1
advManager,0x1a3a0,advManager::EnableButtons,dc-name-map,probed:1
advManager,0x1a460,advManager::FindAdjacentMonster,dc-name-map,probed:1
advManager,0x9e170,advManager::EraseAndFizzle,dc-name-map,probed:5
advManager,0x9f040,advManager::get_treasure_data,dc-name-map,probed:1
advManager,0xa0c20,advManager::get_black_box,dc-name-map,probed:1
advManager,0xa75c0,advManager::get_like_modifier,dc-name-map,probed:2
advManager,0xa76c0,advManager::get_force_modifier,dc-name-map,decompile-failed
advManager,0xa7740,advManager::DoWanderingMonsterResult,dc-name-map,probed:1
advManager,0xa79c0,advManager::DoEventWanderingMonster,dc-name-map,probed:8
advManager,0xa7a40,advManager::DoEventWarSchool,dc-name-map,probed:3
advManager,0xa7c30,advManager::do_event_warrior_tomb,dc-name-map,decompile-failed
advManager,0xa7de0,advManager::do_event_water_wheel,dc-name-map,decompile-failed
advManager,0xa7ea0,advManager::do_event_watering_hole,dc-name-map,probed:1
advManager,0xa7fc0,advManager::do_event_windmill,dc-name-map,decompile-failed
advManager,0xa8080,advManager::do_event_witch_hut,dc-name-map,decompile-failed
advManager,0xa8230,advManager::do_event_lith_one_way,dc-name-map,decompile-failed
advManager,0xa8390,advManager::do_event_lith_two_way,dc-name-map,decompile-failed
advManager,0xa84f0,advManager::do_event_whirlpool,dc-name-map,probed:13
advManager,0xaaa40,advManager::DispatchEvent,dc-name-map,probed:8
advManager,0xaaaa0,advManager::DoEvent,dc-name-map,probed:9
advManager,0xaabb0,advManager::EraseObj,dc-name-map,probed:6
advManager,0xaadf0,advManager::HeroSwap,dc-name-map,decompile-failed
advManager,0xaafd0,advManager::TownEvent,dc-name-map,probed:8
advManager,0xab410,advManager::EventSound,dc-name-map,decompile-failed
advManager,0xacbb0,advManager::FizzleCenter,dc-name-map,probed:2
advManager,0xf39f0,advManager::~advManager,hd-name-map,probed:6
army,0x1f380,?IsIncapacitated@army@@QAEEXZ,mangled,probed:3
army,0x37a00,army::army,hd-name-map,probed:131
army,0x3d250,army::army,hd-name-map,probed:44
army,0x3d400,army::~army,hd-name-map,probed:17
army,0x3d540,army::play_sample,dc-name-map,probed:0
army,0x3d580,army::stop_sample,dc-name-map,probed:0
army,0x3df20,army::SetLuck,dc-name-map,probed:7
army,0x3e000,army::?,hd-name-map,probed:8
army,0x3e140,army::DrawToBuffer,dc-name-map,probed:20
army,0x3ea70,army::add_aura,dc-name-map,probed:10
army,0x3ec50,army::remove_aura,dc-name-map,probed:4
army,0x3ee10,army::remove_binding,dc-name-map,probed:4
army,0x3efe0,army::animate_missile,function-names,probed:6
army,0x3f0b0,army::Walk,dc-name-map,probed:13
army,0x3f2c0,army::animate_missile,dc-name-map,probed:13
army,0x3f900,army::range_attack,hd-name-map,probed:28
army,0x40100,army::GetName,hd-name-map,static
army,0x40160,army::range_attack,hd-name-map,probed:41
army,0x40310,army::do_multi_head_attack,dc-name-map,probed:16
army,0x40500,army::check_special_attack,dc-name-map,probed:5
army,0x409c0,army::do_fire_shield,dc-name-map,probed:9
army,0x40bc0,army::do_post_attack,dc-name-map,probed:11
army,0x41610,army::do_attack,dc-name-map,probed:30
army,0x41cb0,army::do_attack,dc-name-map,probed:43
army,0x41f70,army::check_obstacle_attacks,dc-name-map,probed:3
army,0x41fa0,army::WalkTo,dc-name-map,probed:30
army,0x42410,army::get_average_damage,function-names,probed:15
army,0x42550,army::get_attack_modifier,dc-name-map,probed:12
army,0x42590,army::get_adjusted_defense,dc-name-map,probed:5
army,0x426f0,army::get_average_damage,hd-name-map,probed:6
army,0x42780,army::get_average_damage,hd-name-map,probed:7
army,0x428f0,army::can_shoot,dc-name-map,probed:9
army,0x429f0,army::enemy_is_adjacent,dc-name-map,probed:3
army,0x42a50,army::get_unit_combat_value,dc-name-map,probed:33
army,0x42e60,army::get_total_combat_value,dc-name-map,probed:23
army,0x42fd0,army::get_loss_combat_value,dc-name-map,probed:21
army,0x43080,army::get_total_hit_points,dc-name-map,probed:5
army,0x430d0,army::set_AI_expected_damage,dc-name-map,probed:5
army,0x43130,army::get_fire_shield_strength,dc-name-map,probed:3
army,0x43160,army::ComputeBaseDamage,dc-name-map,probed:12
army,0x43840,army::ComputeAttackerDamageBonuses,dc-name-map,probed:4
army,0x43b90,army::ComputeAttackerDamageReduction,dc-name-map,probed:18
army,0x43d90,army::ComputeDefenderDamageReduction,dc-name-map,probed:7
army,0x43f40,army::adjust_damage,dc-name-map,probed:10
army,0x44090,army::Damage,dc-name-map,probed:29
army,0x444d0,army::CancelSpellType,dc-name-map,probed:25
army,0x44510,army::CancelIndividualSpell,dc-name-map,probed:31
army,0x448f0,army::SetSpellInfluence,dc-name-map,probed:63
army,0x45490,army::get_berserk_targets,dc-name-map,probed:10
army,0x456d0,army::GoBerserk,dc-name-map,probed:11
army,0x45840,army::get_attack_direction,dc-name-map,probed:2
army,0x458b0,army::get_attack_direction,dc-name-map,probed:2
army,0x45950,army::simple_move,dc-name-map,probed:20
army,0x45a60,army::attack_hex,dc-name-map,probed:20
army,0x45cd0,army::move_to,dc-name-map,probed:1
army,0x45d30,army::AttackWall,dc-name-map,probed:3
army,0x46660,army::PlayAnimation,function-names,probed:3
army,0x466c0,army::is_adjacent,hd-name-map,probed:3
army,0x46720,army::Turn,dc-name-map,probed:6
army,0x46830,army::SetupAnimation,dc-name-map,probed:21
army,0x46940,army::PlayAnimation,dc-name-map,probed:20
army,0x46c40,army::CanFit,dc-name-map,probed:4
army,0x46e30,army::new_turn,dc-name-map,probed:35
army,0x47120,army::ResetRound,dc-name-map,probed:37
army,0x47330,army::get_resurrection_size,dc-name-map,probed:2
army,0x473d0,army::can_cast_resurrect,dc-name-map,probed:5
army,0x47510,army::FaerieDragonSpell,hd-name-map,probed:6
army,0x476c0,army::can_cast_spell,dc-name-map,probed:6
army,0x47eb0,army::get_valid_caliph_spells,dc-name-map,probed:0
army,0x48260,army::cast_spell,dc-name-map,probed:17
army,0x487f0,army::get_mirror_effect,hd-name-map,probed:3
army,0x48ab0,army::get_multi_head_directions,dc-name-map,probed:3
army,0x48bd0,army::get_AI_target_time,dc-name-map,probed:10
army,0x48cd0,army::GetSpeed,dc-name-map,probed:3
army,0x6a4a0,army::WaitSample,hd-name-map,probed:0
army,0x6a570,army::check_obstacle_attacks,hd-name-map,probed:0
army,0xb4420,army::ValidFlight,function-names,decompile-failed
army,0xb46c0,army::ValidFlight,hd-name-map,probed:9
army,0x1239d0,?FindPath@army@@QAEHHHEE@Z,mangled,probed:10
army,0x123a70,?ValidPath@army@@QAEEHE@Z,mangled,probed:11
army,0x123b20,?GetAttackMask@army@@QAEIHHH@Z,mangled,probed:4
army,0x123bb0,?ValidAttack@army@@QAEHHHHHPAH@Z,mangled,probed:4
army,0x123d90,?GetAdjacentCellIndex@army@@QAEHHH@Z,mangled,probed:1
army,0x123df0,?get_adjacent_hex@army@@QAEJJJ@Z,mangled,probed:2
army,0x123ec0,army::FindPath,function-names,probed:0
army,0x123f60,army::ValidPath,function-names,decompile-failed
army,0x199ec0,army::WaitSample,hd-name-map,decompile-failed
armyGroup,0x496a0,?HasCreatures@armyGroup@@QAEEXZ,mangled,probed:1
armyGroup,0x49e90,armyGroup::SplitArmy,dc-name-map,probed:1
armyGroup,0x4aa00,?save@armyGroup@@QAEHPAVTAbstractFile@@@Z,mangled,probed:0
armyGroup,0x4aa40,?load@armyGroup@@QAEHPAVTAbstractFile@@@Z,mangled,probed:0
armyGroup,0x4aa80,??0armyGroup@@QAE@XZ,mangled,probed:2
armyGroup,0x4aaa0,??0armyGroup@@QAE@W4TCreatureType@@H@Z,mangled,probed:2
armyGroup,0x4ab00,?Initialize@armyGroup@@QAEXXZ,mangled,probed:2
armyGroup,0x4ab20,?HasAllUndead@armyGroup@@QAEEXZ,mangled,probed:1
armyGroup,0x4ab60,?Dismiss@armyGroup@@QAEXH@Z,mangled,probed:0
armyGroup,0x4ab80,?IsMember@armyGroup@@QAEEW4TCreatureType@@@Z,mangled,probed:1
armyGroup,0x4abb0,?GetAlignments@armyGroup@@QAEHPAE@Z,mangled,probed:1
armyGroup,0x4ac50,?CanJoin@armyGroup@@QAEHH@Z,mangled,probed:1
armyGroup,0x4ac80,?get_AI_value@armyGroup@@QAEJXZ,mangled,probed:2
armyGroup,0x4acc0,?GetNumArmies@armyGroup@@QAEHXZ,mangled,probed:1
armyGroup,0x4ace0,?Add@armyGroup@@QAEHHHH@Z,mangled,probed:1
armyGroup,0x4ad60,?Swap@armyGroup@@QAEXHPAV1@H@Z,mangled,probed:0
armyGroup,0x4ada0,armyGroup::get_creature_total,hd-name-map,probed:2
armyGroup,0x4ade0,armyGroup::GetArmySizeName,dc-name-map,probed:0
armyGroup,0x4ae60,armyGroup::?,hd-name-map,probed:1
armyGroup,0x4b100,?GetArmyMorale@armyGroup@@QAEHHPBVhero@@PBVtown@@HEE@Z,mangled,probed:0
armyGroup,0x4b2d0,?GetLuck@armyGroup@@QAEHPBVhero@@PBVtown@@0PBV1@EE@Z,mangled,decompile-failed
armyGroup,0x4b3c0,?GetArmyLuck@armyGroup@@QAEHHPBVhero@@PBVtown@@HE@Z,mangled,probed:0
armyGroup,0x4b620,?Merge@armyGroup@@QAEEPAV1@@Z,mangled,probed:0
armyGroup,0x4b820,?merge_armies@armyGroup@@QAEXPAV1@@Z,mangled,probed:2
armyGroup,0x4b960,armyGroup::result,hd-name-map,probed:0
armyGroup,0x4c1c0,armyGroup::result,hd-name-map,probed:0
armyGroup,0x4c590,?GetNativeTerrain@armyGroup@@QAE?AW4TTerrainType@@XZ,mangled,probed:1
bad_alloc@std,0x20e5da,bad_alloc@std::vslot1,vtable-slot,decompile-failed
bad_alloc@std,0x20e5dd,bad_alloc@std::vslot2,vtable-slot,decompile-failed
bad_alloc@std,0x20e5e1,bad_alloc@std::vslot3,vtable-slot,decompile-failed
bad_alloc@std,0x20e5e4,bad_alloc@std::vslot0,vtable-slot,probed:0
baseManager,0x4d530,??0baseManager@@QAE@XZ,mangled,probed:7
bitmapBackedTextWidget,0x1bc6d0,??1bitmapBackedTextWidget@@UAE@XZ,mangled,probed:8
bitmapBackedTextWidget,0x1bc760,bitmapBackedTextWidget::?,hd-name-map,probed:10
bitmapBackedTextWidget,0x1bc7f0,bitmapBackedTextWidget::vslot4,vtable-slot,probed:12
bitmapBorder,0x501d0,bitmapBorder::SetPlayerPaletteColors,function-names,probed:1
bitmapBorder,0x502d0,bitmapBorder::?,hd-name-map,probed:13
bitmapBorder,0x50360,bitmapBorder::vslot0,vtable-slot,probed:0
bitmapBorder,0x50390,??1bitmapBorder@@UAE@XZ,mangled,probed:5
bitmapBorder,0x503f0,bitmapBorder::vslot3,vtable-slot,probed:6
bitmapBorder,0x50450,bitmapBorder::vslot4,vtable-slot,probed:6
bitmapBorder,0x504a0,bitmapBorder::vslot6,vtable-slot,probed:1
bitmapBorder,0x504b0,bitmapBorder::vslot5,vtable-slot,probed:1
bitmapBorder,0x504c0,?SetImage@bitmapBorder@@QAEXPBD@Z,mangled,probed:1
bitmapBorder,0x50520,?SetPlayerPaletteColors@bitmapBorder@@QAEXH@Z,mangled,decompile-failed
bitmapBorder,0x50550,bitmapBorder::vslot2,vtable-slot,probed:10
bitmapBorder16,0x50690,bitmapBorder16::?,hd-name-map,probed:13
bitmapBorder16,0x50720,bitmapBorder16::vslot0,vtable-slot,probed:0
bitmapBorder16,0x50750,??1bitmapBorder16@@UAE@XZ,mangled,probed:5
